,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
773,MariliaMReal,era cantora antes da pandemia agora eu comento bbb... reclamações sobre os comentários??? me dê um emprego que eu paro!,"Goiânia, Brasil",599,7285368,30711,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5","['FalcãoEOSoldadoInvernal', 'publi']"
774,UNHAENGlLCHAN,"#DINO: 화났대요!
(o/ele/o | he/him)",1/18 of HS 🐍,1159,653,89715,344,"Geeeeeente a @TimBrasil me convidou para dar voz a um manifesto. Vamos falar sobre identidades femininas da atualidade. E não tem melhor momento para falar sobre quão somos orgulhosas de sermos nós mesmas. Vem comigo! 💙
#ImagineAspossibilidades #publi https://t.co/vc5u6yoNGB",[]
775,juzitane,cadela desaparecida - missing bitch,,340,463,25010,935,"#publicidade Agora que vocês já sabem que sou a nova Head de Conteúdo de @tanqueraybr, vocês me perguntam: Manu, como se fala “Tanqueray”? Nesse vídeo desenvolvi uma técnica inconfundível para vocês! #TanquerayInconfundivel https://t.co/bXFDTJ76Mw",['publicidade']
776,leonardoassis_,,,522,187,498,0,@magalzaoshow Blz é ter q colocar a explicação: (#ad)... hahaha... Brasil é mto fodido...,['ad']
777,djalexaguiar,"🌐 Streamer afiliado da Twitch. 
✨ Lives de terça a domingo. 
⛏️ Use code DJALEXAGUIAR. #ad 
📧 Contato: alexaguiarmkt@gmail.com",Porto Alegre - RS,5323,12838,172707,1,"Recebi um e-mail top da @EpicGames 💜

Usem muito o code DJALEXAGUIAR na loja, se tu colocou a mais de 15 dias confere e atualiza novamente o código 🔥

#ad",['ad']
778,timao13579,"S . C . Corinthians . P - VAI CORINTHIANS ! ⚪⚫🏳️🏴
Corinthians minha vida , minha história,  meu amor ! Aqui tem um bando de louco , louco porti Corinthians !",,1130,463,55577,2,"Você consegue adivinhar o nome do jogador? DICA: Fez muitos gols na Libertadores em 2020 antes de deixar o futebol sul-americano.

#LibertadoresFOXSports #ad @Betfair_net https://t.co/3w30Cjk6g2",[]
779,marianapires,só escrevo certo por dinheiro.,Misericórdia.,364,2234,164623,0,@mamede_filho @badernanoticias me incomoda demais. e acho que  o que me incomoda é isso do outro determinar o ritmo de leitura inclusive enfiando #ad. Fora que vc usa um recurso que o maior destaque é a imagem de forma meramente ilustrativa eu acho isso uma burrice.,['ad']
780,Emma_B38,#BOLSONARO2022 🇧🇷 #ArqueirosPatriota,Brasil,3035,3566,3011,179,"a @TIMBrasil me convidou pra refletir sobre ser mulher. eu sempre penso nessa parte da minha história, que mudou com o apoio de tantas mulheres.  elas que me apoiaram no início e me apoiam até hoje 💙 #ImagineAsPossibilidades #ad https://t.co/tDQDp2lqme",[]
781,yhagosebaz,"Você nunca conheceu um preto viado como eu

Taka stream na lenda // Se inscreve no meu canal ♥️
Instagram: @yhagosebaz","São Luís, Brasil",1004,1678,22971,0,"João mal virou meu namorado e já fez a primeira #publi dele
Recebi um ovo de chocolate erótico, pra presentear ele, cheio de piroquinhas de chocolate tipo a minha 🥵😍
Os vídeos tão nós Stories do insta 💖",['publi']
782,magalzaoshow,Leal e feiroz,São Paulo,1258,86222,57607,0,"Eu me recuso a pedir uma defesa gratuita com um nome de projeto tão infantil!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

Deveria se chamar ""SHARINGAN"" aí eu até divulgava (#ad) https://t.co/HSTYU3GjXU",['ad']
783,Your_Monalisa,"It makes no sense to divide people into good and bad. 
People are only charming or tedious.",a superhero secret,4995,2149,173181,4,Eu chegando bem basiquinha com minha make @AvonBr para a festa do Fiuk! #AvontaOn #Publi https://t.co/TIDIkUtcki,"['AvontaOn', 'Publi']"
784,santostaty25,"20y 🧚🏾‍♀️ / +55 021 / Professora de Educação Infantil 📚👩🏿‍🏫 / Futura Psicóloga / Tricolor ❤️💚
Pensar positivo é difícil, mas as vezes temos que tentar...","Campo Grande, Rio de Janeiro",106,88,12039,0,"Chega de perder tempo usando suas redes sociais atoa, ganhe dinheiro com ela! Faça seu dinheiro trabalhar pra você, não ao contrário!! 
#MarketingDigital #Afiliada #Influencer","['MarketingDigital', 'Afiliada', 'Influencer']"
785,pyetra_sara,mamãe Da Pyetra Sthella ❤,,1520,263,870,387,Gente! Cheguei para contar que a @timbrasil me convidou para algo muito importante: dar voz à questões sobre as identidades femininas na mídia e na sociedade atualmente.  #ImagineAsPossibilidades #ad https://t.co/wI6xEJ2hCx,[]
786,Chollomaton,"La primera app que te avisa cuando los productos que buscas bajan de precio ¡PRUÉBALA YA!
iPhone https://t.co/5PSh9ZstXY
Android https://t.co/btEmGhNg7w",,785,54034,232479,0,"G-STAR RAW ARC 3D Slim Jeans Vaqueros para Hombre #publi
❌ Antes 119.95€
📉 Oferta 61.14€ 
https://t.co/s8b6gm7Ti3 https://t.co/EqFTyMTIIG",['publi']
787,Guerrazinn,@twitch affiliate | code guerra #ad,,1015,99,780,0,"aí rapaziada, quem puder me apoiar vai estar me ajudando de + , tmj
CODE GUERRA #AD",['AD']
788,Rizign,"Graphic Designer, ✉️ rizign@gmail.com",Jakarta,515,1614,88735,0,Corporate Flyer #corporate #flyer #template #graphicdesign #business #technology #modern #socialmedia #marketing https://t.co/ssZlIlOBPk,"['corporate', 'flyer', 'template', 'graphicdesign', 'business', 'technology', 'modern', 'socialmedia', 'marketing']"
789,guiabrindice,"Portal de Brindes Personalizados do Brasil | Guia Bríndice 33 anos.
Cote com várias empresas de brindes corporativos de uma só vez.",Brasil - São Paulo,2318,1561,6926,0,Quer fazer seus clientes lembrarem de você? Caixa de papel ou papelão #caixa-de-papel-ou-papelaopersonalizada #brindice #brindes #brindespersonalizados #marketing #marketingpromocional #eventos #lembrancinhas #lembrancinhaspersonalizadas https://t.co/p4EhztImui,"['caixa', 'brindice', 'brindes', 'brindespersonalizados', 'marketing', 'marketingpromocional', 'eventos', 'lembrancinhas', 'lembrancinhaspersonalizadas']"
790,ShadowOpps,Sindicato Furtivo de investigação de arquivos do Fortnite.,"Fortaleza Furtiva, Apollo",4860,757,2445,3,"🛒 #Fortnite Loja de Itens | quinta-feira, 18 de março de 2021

💗 Use código 'iannzits' se quiser me apoiar! #ad https://t.co/QVbR9Gc3uL","['Fortnite', 'ad']"
791,CreatorxGG,"Connecting brands with influencers.

contato@creatorx.agency",,23,32,18,2,Tem novidade na area! A @LVBET_BR chegou no Brasil e não poderia estar em melhor companhia. Cadastre-se agora e comece a jogar! https://t.co/PzDQWvXkJD #LVBETentraNoJogo #ad https://t.co/uMJ2BqdKm8,[]
792,RoiupPT,"Agência de Disrupção Omnicanal. SEO, ORM, SMM, ePR, SEA, Apps, Consultoria Estratégica, Criatividade #omnidisruptors ESP-PT-UK-MEX-COL",Lisboa,1430,1173,12892,0,Existe um mundo pré-pandemia e um mundo pós-pandemia. E passou-se exactamente o mesmo com o #Marketing! 👉 https://t.co/pdai7sFHBz #DigitalMarketing #Ecommerce #CRM #SMM,"['Marketing', 'DigitalMarketing', 'Ecommerce', 'CRM', 'SMM']"
793,OkayuMalu,{ela/dela},"Caçapava, Brasil",248,98,8980,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
794,slezzy__,just have a little faith |  Streamer | https://t.co/AUWjJJFWgw | https://t.co/g00oWdfjRt | contato@creatorx.agency,"Uberlândia, Brasil",888,23256,9244,2,Tem novidade na area! A @LVBET_BR chegou no Brasil e não poderia estar em melhor companhia. Cadastre-se agora e comece a jogar! https://t.co/PzDQWvXkJD #LVBETentraNoJogo #ad https://t.co/uMJ2BqdKm8,"['LVBETentraNoJogo', 'ad']"
795,Roberta9Araujo,"Dreams are only dreams until you wake up and make them real 😴🤩

Make way for the princess 👸","Campinas, Brasil",316,193,12972,935,"#publicidade Agora que vocês já sabem que sou a nova Head de Conteúdo de @tanqueraybr, vocês me perguntam: Manu, como se fala “Tanqueray”? Nesse vídeo desenvolvi uma técnica inconfundível para vocês! #TanquerayInconfundivel https://t.co/bXFDTJ76Mw",['publicidade']
796,lucassouzalsp,Diretor do site que mais cresce na Bahia.,João Dourado/Bahia,2586,2319,59589,0,"Faça o seu cartão de fidelidade inteiramente grátis, isso mesmo cartão de fidelidade grátis e você ainda recebe um super desconto de até 90% de desconto na compra dos seus medicamentos.

#bahia #joaodourado #lucassouzapublicidade #bahiainforma #publicidade https://t.co/s3MetGMIB0","['bahia', 'joaodourado', 'lucassouzapublicidade', 'bahiainforma', 'publicidade']"
797,Jpsjr3,NDN,,87,22,350,84,"DEIXE DE SER UM JUMENTO: CONHEÇA A SOCIEDADE DO LIVRO BRASIL PARALELO, SÓ 19 MENSAIS! LINQUE ABAIXO 👇

https://t.co/VcT3OJJR6g

#PUBLI #AD #CHUPAAMBEV https://t.co/HdZRyPNpue",[]
798,scramentoks,,"Cuiabá, Brasil",412,226,2690,387,Gente! Cheguei para contar que a @timbrasil me convidou para algo muito importante: dar voz à questões sobre as identidades femininas na mídia e na sociedade atualmente.  #ImagineAsPossibilidades #ad https://t.co/wI6xEJ2hCx,[]
799,immarinatoledo,"Desde 1996 estragando tudo e decepcionando pessoas. 
Streamer 🖥️🎮",Rio de Janeiro - RJ,145,1226,45187,1,⭐ARENA TRIO ⭐ - será que tem GG hoje? - apoie MARINATOLEDO #ad / !points !troca !comandos  https://t.co/GjbCZghATg,['ad']
800,Sccp_Thiaguinho,✌🏻😒,"São Paulo, Brasil",4749,2715,80693,179,"a @TIMBrasil me convidou pra refletir sobre ser mulher. eu sempre penso nessa parte da minha história, que mudou com o apoio de tantas mulheres.  elas que me apoiaram no início e me apoiam até hoje 💙 #ImagineAsPossibilidades #ad https://t.co/tDQDp2lqme",[]
801,tenhofimosekk,Adoro muffins 🧁 • Posto memes 🐧 • Good Vibes 🌈 • Gosto de novas amizades 💞  • Chorro™ 🦌  •  NÃO sou fofo 😡 | Código de Apoiador: SouOFinn #ad ✨,Em galáxias distantes 🌌,518,1246,22476,0,"Muito obrigado pelo apoio Léo! 💖💖💖

Se puderem me ajudar, usa o code ""SouOFinn"" que você ganha um muffin. #ad https://t.co/vuiGdoXkeA",['ad']
802,jaceclary4ever,"eng/chn | she/her | danmei, legend of hei, manhuas, cdramas | reading 2ha extras, 天涯客 | 🔞",constant change betw eng & chn,482,105,18155,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
803,TheusDznn,"Th Eus.

USE CODE:TH-EUS.

psn:yTiiuuh

14y
Free agent 
R$0 Earnings 
DZN MOBILE 




Console player!",,245,85,657,0,"Ooii Estou Vendendo Banners de ANIMES
#Ad 

Twitter: R$4,00
YouTube: R$5,00
Twitch: R$4,00

Só aceito paypal sorry
Um Exemplo https://t.co/lyF7T9AKOe",['Ad']
804,CansadaCaveira,Exerço minha liberdade de expressão criando charges com um amontoado de pixels no meu caderno electrônico.,Ananindeua - PA,346,7446,14977,1,"nasci no analógico, hj ganho $ no digital... mas eu ODEIO:
- arrasta pra cima
- #Publi
- script campeão
- eu vou te ajudar...
- se vc acha q eu sou 171...
- no meu webinario gratuíto
- baixa meu ebook gratuíto
alguém me m4ta, pufavô!!!",['Publi']
805,Maxog3n,Amateur Artist 🎨🖌️ - Asian POC 🇰🇷 - Bi (male leaning) - Demiboy - They/Them He/Him - 16 - ENFP-A - 💞@kinquiche💞,Profile pic by @omgeeve3,1376,1898,38514,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
806,eden_magicworm,"🌸 Qualquer pronome/apf | Any pronouns |19 years| Fandons: homestuck, the untamed, tgcf, bnha, danganronpa, haikyuu, marvel, pjo 🌸 pix: lineee3h@gmail.com",enby ✨🏳️‍🌈 | 🇧🇷,4774,1258,38766,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
807,MaisaDoBemOliv6,,,14,4,987,387,Gente! Cheguei para contar que a @timbrasil me convidou para algo muito importante: dar voz à questões sobre as identidades femininas na mídia e na sociedade atualmente.  #ImagineAsPossibilidades #ad https://t.co/wI6xEJ2hCx,[]
808,Dieguiinx,15y,,177,931,9916,1,"Perdi vários apoiadores esse mês, vou dar vários unf e vou seguir só quem comprar alguma coisa me apoiando na loja, quem for comprar alguma coisa, posta me marcando ou manda na minha DM.

Use Code Modzinn #ad",[]
809,coleenong11,🎨 art acc: @starlunaco | she/her | @adhayaph creatives,admu,308,134,3688,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
810,modzinnnnnnn,Free Agent // 10725$ Earnings // TOP 3 FNCS GRAND FINALS TRIO // Code: Modzinn #ad //  My Channel : https://t.co/RTaH8DAI9c,"Belo Horizonte, Brasil",129,4837,8233,1,"Perdi vários apoiadores esse mês, vou dar vários unf e vou seguir só quem comprar alguma coisa me apoiando na loja, quem for comprar alguma coisa, posta me marcando ou manda na minha DM.

Use Code Modzinn #ad",['ad']
811,rakernove,"~16y 
~queria ser challenger no lol mas o minecraft não deixou.
~Canal na twitch,Lives: https://t.co/pbhoRvt1it",MG,185,106,599,4,Como vocês adivinharam? @DouglasCosta é o novo embaixador da @LVBET_BR! Faça seu registro em 💥 https://t.co/2nza4y0NZf 💥 e não perca tempo! #LVBETentraNoJogo #ad https://t.co/jOPRAgtEhM,[]
812,Willzeira_,O que você procura não está por aqui 👍🏻,"Itaipu, Niterói",111,65,2081,4,Como vocês adivinharam? @DouglasCosta é o novo embaixador da @LVBET_BR! Faça seu registro em 💥 https://t.co/2nza4y0NZf 💥 e não perca tempo! #LVBETentraNoJogo #ad https://t.co/jOPRAgtEhM,[]
813,CreatorxGG,"Connecting brands with influencers.

contato@creatorx.agency",,23,32,18,4,Como vocês adivinharam? @DouglasCosta é o novo embaixador da @LVBET_BR! Faça seu registro em 💥 https://t.co/2nza4y0NZf 💥 e não perca tempo! #LVBETentraNoJogo #ad https://t.co/jOPRAgtEhM,[]
814,bonerzim,Streamer | https://t.co/ZsJGPrPlVS | https://t.co/X9t4HxEbRD | contato@creatorx.agency | https://t.co/BGiriDvuav | https://t.co/w8uEytlTQV,nath,971,72163,29213,4,Como vocês adivinharam? @DouglasCosta é o novo embaixador da @LVBET_BR! Faça seu registro em 💥 https://t.co/2nza4y0NZf 💥 e não perca tempo! #LVBETentraNoJogo #ad https://t.co/jOPRAgtEhM,"['LVBETentraNoJogo', 'ad']"
815,pilhazinhaa,Streamer e Influenciadora | @twitchbr Partner | Streamer @sbt_games | Embaixadora @piticasoficial | ✉️ contato.pilha@gmail.com,"Palhoça, Brasil",1312,3326,10236,5,"Fala, galera!

Procurando algum campeonato para acompanhar? Se liga na #PinnacleCup rolando esse mês, com confrontos de tirar o fôlego 🔥

Aposte com a gente:

🔗 https://t.co/bV7bEMivvI

#ad https://t.co/IM2OKiOFFq",['PinnacleCup']
816,Jaum_Cruz,"05/01/19
@cookieshippuden ❤️
ᶜʳᶠ","Parque Xerém, Duque de Caxias",1108,157,15971,498,"Pessoal da @dominosbrasil passou a marcha pra mim e mandou avisar: Pizza de Mussarela? Muçarela? Mozzarella? 

Na Domino's tem TODAS só por R$ 19,90 até o dia 15!
Minha namorada que não é boba já pagou pra mim! 

Vai perder essa ou vai ficar passando marcha que nem eu?? #ad https://t.co/yp1xjtditP",[]
817,auryo_j,"Ele/dele, él/de él. Contista. Estudante. Piauiense. Almofada de um gato com nome de cachorro.","Teresina, Brasil",855,429,2709,28,"Luiz quer sair da cidade de Mossoró. Salete quer treinar seus poderes de bruxa. Quando o fantasma de um cangaceiro deixa misteriosos presentes, o rumo de suas vidas é alterado.

""A botija do fantasma"", de @pblpraxedes, está disponível: https://t.co/k01EAk0gBD #publi https://t.co/mkYqmZ6g1Q",[]
818,Mar_Marafiga,,Brasil,355,32,61,36,"""Eu tenho uma segunda chance. Não vou desperdiçá-la""

Liga da Justiça de Zack Snyder já pode ser alugado nas plataformas digitais o/ O filme conta com os dubladores originais e ficará disponível por apenas 3 semanas! 🤩Saiba onde assistir em: https://t.co/VkBPFBGst5 #ad https://t.co/oKoAlQvLD1",[]
819,mundodrix,💜 Oi! Produzo conteúdo para o site https://t.co/HYrBqBn5ZR e canais:  https://t.co/TMb1vOcPK4💜https://t.co/bjzV3ER3lk💜https://t.co/ZzWIOuRGWb,Santos - São Paulo - Brasil,1037,3942,98166,0,THE FALL é o jogo GRÁTIS da semana na Epic Games! ‹ Mundo DRIX › https://t.co/3uBPc86SqD via @YouTube #TheFall #EpicGames #EpicPartner #Ad,"['TheFall', 'EpicGames', 'EpicPartner', 'Ad']"
820,MarisSliva,@Lizz @Selena Gomez  @Justin bieber @Hailey Bieber @Maris Sliva  @ Bayern de Munique Borussia Dortmuno ❤❤🤑😤,Estados Unidos,676,39,420,935,"#publicidade Agora que vocês já sabem que sou a nova Head de Conteúdo de @tanqueraybr, vocês me perguntam: Manu, como se fala “Tanqueray”? Nesse vídeo desenvolvi uma técnica inconfundível para vocês! #TanquerayInconfundivel https://t.co/bXFDTJ76Mw",['publicidade']
821,primeirostheus,tentando fazer esse comeback acontecer,"Recife, Brasil",401,74,2114,0,pós-modernidades #marketing #saudemental #pandemia https://t.co/XpmxKq7uBN,"['marketing', 'saudemental', 'pandemia']"
822,mundodrix,💜 Oi! Produzo conteúdo para o site https://t.co/HYrBqBn5ZR e canais:  https://t.co/TMb1vOcPK4💜https://t.co/bjzV3ER3lk💜https://t.co/ZzWIOuRGWb,Santos - São Paulo - Brasil,1037,3942,98166,0,'The Fall' é o jogo grátis da semana na Epic Games Store! #EpicGames #EpicPartner #Ad https://t.co/tuZfSzVBcF,"['EpicGames', 'EpicPartner', 'Ad']"
823,ttvLMartinsss,"》$445
》TOP 36 CDF FINAIS NACIONAIS
》1K ON TWITCH
》14k PR
sim, eu coloco PR na bio
https://t.co/WMhzuPNcJr","Osasco, Brasil",82,271,14976,0,"SEASON NOVA! | USE CODE TTVLMARTINSSS #ad I Afiliado Twitch
https://t.co/uYgm2DtZGO
https://t.co/uYgm2DtZGO.",['ad']
824,castfleur,⠀⠀⠀⠀⠀⠀⠀ ★ e/ele/-o + a/ela/-a #原神,,2473,1232,6155,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
